timestamp,Sound filtered,Sound RAW,Gain,Resistor 6,Resistor 7
2016/10/23-00:26:55.445,13,9.67,1593.61,0.00,392.16
2016/10/23-00:26:55.464,11,8.06,1593.61,0.00,392.16
2016/10/23-00:26:55.484,10,8.86,1593.61,0.00,392.16
2016/10/23-00:26:55.504,8,5.64,1593.61,0.00,392.16
2016/10/23-00:26:55.524,9,13.70,1593.61,0.00,392.16
2016/10/23-00:26:55.545,8,7.25,1593.61,0.00,392.16
2016/10/23-00:26:55.566,7,6.45,1593.61,0.00,392.16
2016/10/23-00:26:55.587,9,16.12,1593.61,0.00,392.16
2016/10/23-00:26:55.608,9,10.48,1593.61,0.00,392.16
2016/10/23-00:26:55.628,8,7.25,1593.61,0.00,392.16
2016/10/23-00:26:55.648,9,12.89,1593.61,0.00,392.16
2016/10/23-00:26:55.670,9,10.48,1593.61,0.00,392.16
2016/10/23-00:26:55.690,9,9.67,1593.61,0.00,392.16
2016/10/23-00:26:55.710,8,8.06,1593.61,0.00,392.16
2016/10/23-00:26:55.730,7,6.45,1593.61,0.00,392.16
2016/10/23-00:26:55.751,7,10.48,1593.61,0.00,392.16
2016/10/23-00:26:55.771,8,11.28,1593.61,0.00,392.16
2016/10/23-00:26:55.792,8,9.67,1593.61,0.00,392.16
2016/10/23-00:26:55.811,7,5.64,1593.61,0.00,392.16
2016/10/23-00:26:55.830,6,4.84,1593.61,0.00,392.16
2016/10/23-00:26:55.850,6,7.25,1593.61,0.00,392.16
2016/10/23-00:26:55.869,4,2.42,1593.61,0.00,392.16
2016/10/23-00:26:55.888,3,3.22,1593.61,0.00,392.16
2016/10/23-00:26:55.908,3,6.45,1593.61,0.00,392.16
2016/10/23-00:26:55.927,4,7.25,1593.61,0.00,392.16
2016/10/23-00:26:55.947,5,8.86,1593.61,0.00,392.16
2016/10/23-00:26:55.966,5,6.45,1593.61,0.00,392.16
2016/10/23-00:26:55.986,5,7.25,1593.61,0.00,392.16
2016/10/23-00:26:56.5,5,8.06,1593.61,0.00,392.16
2016/10/23-00:26:56.25,65,207.11,1593.61,0.00,392.16
2016/10/23-00:26:56.46,90,149.08,1593.61,0.00,392.16
2016/10/23-00:26:56.67,92,99.12,1593.61,0.00,392.16
2016/10/23-00:26:56.87,78,47.55,1593.61,0.00,392.16
2016/10/23-00:26:56.108,60,20.15,1593.61,0.00,392.16
2016/10/23-00:26:56.128,45,12.89,1593.61,0.00,392.16
2016/10/23-00:26:56.148,34,9.67,1593.61,0.00,392.16
2016/10/23-00:26:56.168,26,9.67,1593.61,0.00,392.16
2016/10/23-00:26:56.189,65,159.56,1593.61,0.00,392.16
2016/10/23-00:26:56.208,76,103.96,1593.61,0.00,392.16
2016/10/23-00:26:56.228,69,54.80,1593.61,0.00,392.16
2016/10/23-00:26:56.249,54,22.56,1593.61,0.00,392.16
2016/10/23-00:26:56.269,39,5.64,1593.61,0.00,392.16
2016/10/23-00:26:56.289,29,6.45,1593.61,0.00,392.16
2016/10/23-00:26:56.312,22,7.25,1593.61,0.00,392.16
2016/10/23-00:26:56.337,18,9.67,1593.61,0.00,392.16
2016/10/23-00:26:56.357,14,5.64,1593.61,0.00,392.16
2016/10/23-00:26:56.376,12,8.06,1593.61,0.00,392.16
2016/10/23-00:26:56.395,10,8.86,1593.61,0.00,392.16
2016/10/23-00:26:56.415,9,8.86,1593.61,0.00,392.16
2016/10/23-00:26:56.434,7,5.64,1593.61,0.00,392.16
2016/10/23-00:26:56.455,7,10.48,1593.61,0.00,392.16
2016/10/23-00:26:56.475,7,8.86,1593.61,0.00,392.16
2016/10/23-00:26:56.494,45,137.00,1593.61,0.00,392.16
2016/10/23-00:26:56.515,61,99.93,1593.61,0.00,392.16
2016/10/23-00:26:56.534,70,91.87,1593.61,0.00,392.16
2016/10/23-00:26:56.555,66,59.63,1593.61,0.00,392.16
2016/10/23-00:26:56.576,67,70.11,1593.61,0.00,392.16
2016/10/23-00:26:56.597,60,46.74,1593.61,0.00,392.16
2016/10/23-00:26:56.618,48,23.37,1593.61,0.00,392.16
2016/10/23-00:26:56.638,40,22.56,1593.61,0.00,392.16
2016/10/23-00:26:56.658,34,23.37,1593.61,0.00,392.16
2016/10/23-00:26:56.678,30,22.56,1593.61,0.00,392.16
2016/10/23-00:26:56.699,24,13.70,1593.61,0.00,392.16
2016/10/23-00:26:56.719,20,12.09,1593.61,0.00,392.16
2016/10/23-00:26:56.740,18,16.12,1593.61,0.00,392.16
2016/10/23-00:26:56.760,15,8.86,1593.61,0.00,392.16
2016/10/23-00:26:56.780,14,12.89,1593.61,0.00,392.16
2016/10/23-00:26:56.801,15,18.53,1593.61,0.00,392.16
2016/10/23-00:26:56.823,14,12.89,1593.61,0.00,392.16
2016/10/23-00:26:56.846,11,6.45,1593.61,0.00,392.16
2016/10/23-00:26:56.869,10,8.06,1593.61,0.00,392.16
2016/10/23-00:26:56.892,8,6.45,1593.61,0.00,392.16
2016/10/23-00:26:56.915,7,5.64,1593.61,0.00,392.16
2016/10/23-00:26:56.938,8,12.09,1593.61,0.00,392.16
2016/10/23-00:26:56.961,8,8.86,1593.61,0.00,392.16
2016/10/23-00:26:56.984,9,12.89,1593.61,0.00,392.16
2016/10/23-00:26:57.7,9,12.89,1593.61,0.00,392.16
2016/10/23-00:26:57.30,9,9.67,1593.61,0.00,392.16
2016/10/23-00:26:57.53,9,10.48,1593.61,0.00,392.16
2016/10/23-00:26:57.76,9,11.28,1593.61,0.00,392.16
2016/10/23-00:26:57.99,8,6.45,1593.61,0.00,392.16
2016/10/23-00:26:57.122,8,9.67,1593.61,0.00,392.16
2016/10/23-00:26:57.145,8,8.86,1593.61,0.00,392.16
2016/10/23-00:26:57.168,7,6.45,1593.61,0.00,392.16
2016/10/23-00:26:57.191,7,7.25,1593.61,0.00,392.16
2016/10/23-00:26:57.214,8,11.28,1593.61,0.00,392.16
2016/10/23-00:26:57.238,10,16.12,1593.61,0.00,392.16
2016/10/23-00:26:57.260,14,24.98,1593.61,0.00,392.16
2016/10/23-00:26:57.283,12,8.86,1593.61,0.00,392.16
2016/10/23-00:26:57.306,10,8.86,1593.61,0.00,392.16
2016/10/23-00:26:57.329,10,12.09,1593.61,0.00,392.16
2016/10/23-00:26:57.353,9,8.06,1593.61,0.00,392.16
2016/10/23-00:26:57.375,7,3.22,1593.61,0.00,392.16
2016/10/23-00:26:57.398,9,15.31,1593.61,0.00,392.16
2016/10/23-00:26:57.422,13,25.79,1593.61,0.00,392.16
2016/10/23-00:26:57.445,13,14.51,1593.61,0.00,392.16
2016/10/23-00:26:57.467,13,16.12,1593.61,0.00,392.16
2016/10/23-00:26:57.490,12,11.28,1593.61,0.00,392.16
2016/10/23-00:26:57.514,12,13.70,1593.61,0.00,392.16
2016/10/23-00:26:57.537,11,11.28,1593.61,0.00,392.16
2016/10/23-00:26:57.560,8,4.84,1593.61,0.00,392.16
2016/10/23-00:26:57.583,9,12.89,1593.61,0.00,392.16
2016/10/23-00:26:57.606,8,7.25,1593.61,0.00,392.16
2016/10/23-00:26:57.629,8,10.48,1593.61,0.00,392.16
2016/10/23-00:26:57.652,15,33.04,1593.61,0.00,392.16
2016/10/23-00:26:57.675,30,65.27,1593.61,0.00,392.16
2016/10/23-00:26:57.698,29,29.82,1593.61,0.00,392.16
2016/10/23-00:26:57.721,28,26.59,1593.61,0.00,392.16
2016/10/23-00:26:57.744,24,15.31,1593.61,0.00,392.16
2016/10/23-00:26:57.767,21,17.73,1593.61,0.00,392.16
2016/10/23-00:26:57.790,17,9.67,1593.61,0.00,392.16
2016/10/23-00:26:57.813,13,6.45,1593.61,0.00,392.16
2016/10/23-00:26:57.836,12,11.28,1593.61,0.00,392.16
2016/10/23-00:26:57.859,13,16.12,1593.61,0.00,392.16
2016/10/23-00:26:57.882,12,12.09,1593.61,0.00,392.16
2016/10/23-00:26:57.905,14,19.34,1593.61,0.00,392.16
2016/10/23-00:26:57.928,12,8.86,1593.61,0.00,392.16
2016/10/23-00:26:57.951,9,4.03,1593.61,0.00,392.16
2016/10/23-00:26:57.974,9,11.28,1593.61,0.00,392.16
2016/10/23-00:26:57.997,9,10.48,1593.61,0.00,392.16
2016/10/23-00:26:58.20,9,9.67,1593.61,0.00,392.16
2016/10/23-00:26:58.43,7,3.22,1593.61,0.00,392.16
2016/10/23-00:26:58.66,8,11.28,1593.61,0.00,392.16
2016/10/23-00:26:58.89,9,12.89,1593.61,0.00,392.16
2016/10/23-00:26:58.112,8,8.06,1593.61,0.00,392.16
2016/10/23-00:26:58.135,8,9.67,1593.61,0.00,392.16
2016/10/23-00:26:58.158,6,2.42,1593.61,0.00,392.16
2016/10/23-00:26:58.181,6,8.06,1593.61,0.00,392.16
2016/10/23-00:26:58.204,4,2.42,1593.61,0.00,392.16
2016/10/23-00:26:58.227,4,5.64,1593.61,0.00,392.16
2016/10/23-00:26:58.250,2,0.81,1593.61,0.00,392.16
2016/10/23-00:26:58.273,2,2.42,1593.61,0.00,392.16
2016/10/23-00:26:58.296,2,2.42,1593.61,0.00,392.16
2016/10/23-00:26:58.319,2,3.22,1593.61,0.00,392.16
2016/10/23-00:26:58.342,4,9.67,1593.61,0.00,392.16
2016/10/23-00:26:58.365,3,2.42,1593.61,0.00,392.16
2016/10/23-00:26:58.388,4,9.67,1593.61,0.00,392.16
2016/10/23-00:26:58.411,4,5.64,1593.61,0.00,392.16
2016/10/23-00:26:58.434,5,8.06,1593.61,0.00,392.16
2016/10/23-00:26:58.457,6,11.28,1593.61,0.00,392.16
2016/10/23-00:26:58.481,6,8.86,1593.61,0.00,392.16
2016/10/23-00:26:58.503,5,4.84,1593.61,0.00,392.16
2016/10/23-00:26:58.526,5,6.45,1593.61,0.00,392.16
2016/10/23-00:26:58.549,4,4.84,1593.61,0.00,392.16
2016/10/23-00:26:58.572,6,12.09,1593.61,0.00,392.16
2016/10/23-00:26:58.595,7,11.28,1593.61,0.00,392.16
2016/10/23-00:26:58.618,6,5.64,1593.61,0.00,392.16
2016/10/23-00:26:58.641,5,4.84,1593.61,0.00,392.16
2016/10/23-00:26:58.664,5,5.64,1593.61,0.00,392.16
2016/10/23-00:26:58.687,7,12.09,1593.61,0.00,392.16
2016/10/23-00:26:58.710,5,1.61,1593.61,0.00,392.16
2016/10/23-00:26:58.733,4,3.22,1593.61,0.00,392.16
2016/10/23-00:26:58.756,5,10.48,1593.61,0.00,392.16
2016/10/23-00:26:58.779,4,3.22,1593.61,0.00,392.16
2016/10/23-00:26:58.802,5,8.06,1593.61,0.00,392.16
2016/10/23-00:26:58.826,4,4.03,1593.61,0.00,392.16
2016/10/23-00:26:58.848,5,10.48,1593.61,0.00,392.16
2016/10/23-00:26:58.871,6,9.67,1593.61,0.00,392.16
2016/10/23-00:26:58.894,6,7.25,1593.61,0.00,392.16
2016/10/23-00:26:58.918,5,4.84,1593.61,0.00,392.16
2016/10/23-00:26:58.940,5,7.25,1593.61,0.00,392.16
2016/10/23-00:26:58.964,5,7.25,1593.61,0.00,392.16
2016/10/23-00:26:58.986,5,7.25,1593.61,0.00,392.16
2016/10/23-00:26:59.9,6,9.67,1593.61,0.00,392.16
2016/10/23-00:26:59.32,5,4.03,1593.61,0.00,392.16
2016/10/23-00:26:59.56,6,11.28,1593.61,0.00,392.16
2016/10/23-00:26:59.79,7,10.48,1593.61,0.00,392.16
2016/10/23-00:26:59.102,7,7.25,1593.61,0.00,392.16
2016/10/23-00:26:59.125,6,5.64,1593.61,0.00,392.16
2016/10/23-00:26:59.148,5,4.03,1593.61,0.00,392.16
2016/10/23-00:26:59.171,5,5.64,1593.61,0.00,392.16
2016/10/23-00:26:59.194,5,8.86,1593.61,0.00,392.16
2016/10/23-00:26:59.217,4,2.42,1593.61,0.00,392.16
2016/10/23-00:26:59.240,5,10.48,1593.61,0.00,392.16
2016/10/23-00:26:59.263,5,7.25,1593.61,0.00,392.16
2016/10/23-00:26:59.286,6,9.67,1593.61,0.00,392.16
2016/10/23-00:26:59.309,6,7.25,1593.61,0.00,392.16
2016/10/23-00:26:59.332,6,6.45,1593.61,0.00,392.16
2016/10/23-00:26:59.355,4,2.42,1593.61,0.00,392.16
2016/10/23-00:26:59.378,4,5.64,1593.61,0.00,392.16
2016/10/23-00:26:59.401,5,8.86,1593.61,0.00,392.16
2016/10/23-00:26:59.424,5,8.86,1593.61,0.00,392.16
2016/10/23-00:26:59.447,7,12.89,1593.61,0.00,392.16
2016/10/23-00:26:59.470,8,13.70,1593.61,0.00,392.16
2016/10/23-00:26:59.493,5,1.61,1593.61,0.00,392.16
2016/10/23-00:26:59.516,5,5.64,1593.61,0.00,392.16
2016/10/23-00:26:59.539,5,6.45,1593.61,0.00,392.16
2016/10/23-00:26:59.562,4,4.03,1593.61,0.00,392.16
2016/10/23-00:26:59.585,4,5.64,1593.61,0.00,392.16
2016/10/23-00:26:59.608,5,9.67,1593.61,0.00,392.16
2016/10/23-00:26:59.631,5,8.06,1593.61,0.00,392.16
2016/10/23-00:26:59.654,5,7.25,1593.61,0.00,392.16
2016/10/23-00:26:59.677,16,42.71,1593.61,0.00,392.16
2016/10/23-00:26:59.700,28,58.02,1593.61,0.00,392.16
2016/10/23-00:26:59.723,39,67.69,1593.61,0.00,392.16
2016/10/23-00:26:59.746,43,53.19,1593.61,0.00,392.16
2016/10/23-00:26:59.769,49,65.27,1593.61,0.00,392.16
2016/10/23-00:26:59.792,45,36.26,1593.61,0.00,392.16
2016/10/23-00:26:59.815,37,19.34,1593.61,0.00,392.16
2016/10/23-00:26:59.838,34,27.40,1593.61,0.00,392.16
2016/10/23-00:26:59.861,35,39.49,1593.61,0.00,392.16
2016/10/23-00:26:59.884,35,36.26,1593.61,0.00,392.16
2016/10/23-00:26:59.907,31,24.18,1593.61,0.00,392.16
2016/10/23-00:26:59.930,31,32.23,1593.61,0.00,392.16
2016/10/23-00:26:59.953,27,20.95,1593.61,0.00,392.16
2016/10/23-00:26:59.976,21,9.67,1593.61,0.00,392.16
2016/10/23-00:26:59.999,18,12.89,1593.61,0.00,392.16
2016/10/23-00:27:00.22,18,20.15,1593.61,0.00,392.16
2016/10/23-00:27:00.45,16,13.70,1593.61,0.00,392.16
2016/10/23-00:27:00.68,14,10.48,1593.61,0.00,392.16
2016/10/23-00:27:00.91,13,12.09,1593.61,0.00,392.16
2016/10/23-00:27:00.114,14,17.73,1593.61,0.00,392.16
2016/10/23-00:27:00.137,12,8.06,1593.61,0.00,392.16
2016/10/23-00:27:00.160,12,12.09,1593.61,0.00,392.16
2016/10/23-00:27:00.183,11,11.28,1593.61,0.00,392.16
2016/10/23-00:27:00.206,9,5.64,1593.61,0.00,392.16
2016/10/23-00:27:00.229,8,8.86,1593.61,0.00,392.16
2016/10/23-00:27:00.252,7,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.275,7,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.298,7,9.67,1593.61,0.00,392.16
2016/10/23-00:27:00.321,7,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.344,7,10.48,1593.61,0.00,392.16
2016/10/23-00:27:00.367,5,3.22,1593.61,0.00,392.16
2016/10/23-00:27:00.390,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:00.413,4,5.64,1593.61,0.00,392.16
2016/10/23-00:27:00.436,2,0.81,1593.61,0.00,392.16
2016/10/23-00:27:00.459,2,4.84,1593.61,0.00,392.16
2016/10/23-00:27:00.482,3,6.45,1593.61,0.00,392.16
2016/10/23-00:27:00.506,2,1.61,1593.61,0.00,392.16
2016/10/23-00:27:00.528,2,2.42,1593.61,0.00,392.16
2016/10/23-00:27:00.551,3,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.575,5,11.28,1593.61,0.00,392.16
2016/10/23-00:27:00.597,4,2.42,1593.61,0.00,392.16
2016/10/23-00:27:00.621,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:00.643,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.666,5,10.48,1593.61,0.00,392.16
2016/10/23-00:27:00.690,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:00.713,6,11.28,1593.61,0.00,392.16
2016/10/23-00:27:00.736,4,2.42,1593.61,0.00,392.16
2016/10/23-00:27:00.758,3,3.22,1593.61,0.00,392.16
2016/10/23-00:27:00.782,2,1.61,1593.61,0.00,392.16
2016/10/23-00:27:00.805,2,3.22,1593.61,0.00,392.16
2016/10/23-00:27:00.828,3,8.86,1593.61,0.00,392.16
2016/10/23-00:27:00.851,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.874,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.897,3,1.61,1593.61,0.00,392.16
2016/10/23-00:27:00.920,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:00.943,6,11.28,1593.61,0.00,392.16
2016/10/23-00:27:00.966,6,9.67,1593.61,0.00,392.16
2016/10/23-00:27:00.989,6,8.06,1593.61,0.00,392.16
2016/10/23-00:27:01.12,5,5.64,1593.61,0.00,392.16
2016/10/23-00:27:01.35,4,4.84,1593.61,0.00,392.16
2016/10/23-00:27:01.58,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:01.81,5,8.86,1593.61,0.00,392.16
2016/10/23-00:27:01.104,6,11.28,1593.61,0.00,392.16
2016/10/23-00:27:01.127,5,5.64,1593.61,0.00,392.16
2016/10/23-00:27:01.150,6,9.67,1593.61,0.00,392.16
2016/10/23-00:27:01.173,6,9.67,1593.61,0.00,392.16
2016/10/23-00:27:01.196,6,8.06,1593.61,0.00,392.16
2016/10/23-00:27:01.219,7,10.48,1593.61,0.00,392.16
2016/10/23-00:27:01.242,6,6.45,1593.61,0.00,392.16
2016/10/23-00:27:01.265,5,3.22,1593.61,0.00,392.16
2016/10/23-00:27:01.288,5,8.86,1593.61,0.00,392.16
2016/10/23-00:27:01.311,7,12.89,1593.61,0.00,392.16
2016/10/23-00:27:01.334,7,9.67,1593.61,0.00,392.16
2016/10/23-00:27:01.357,7,8.86,1593.61,0.00,392.16
2016/10/23-00:27:01.380,7,7.25,1593.61,0.00,392.16
2016/10/23-00:27:01.403,5,3.22,1593.61,0.00,392.16
2016/10/23-00:27:01.426,5,6.45,1593.61,0.00,392.16
2016/10/23-00:27:01.449,5,5.64,1593.61,0.00,392.16
2016/10/23-00:27:01.472,5,8.06,1593.61,0.00,392.16
2016/10/23-00:27:01.495,5,6.45,1593.61,0.00,392.16
2016/10/23-00:27:01.518,4,3.22,1593.61,0.00,392.16
2016/10/23-00:27:01.541,4,6.45,1593.61,0.00,392.16
2016/10/23-00:27:01.564,4,6.45,1593.61,0.00,392.16
2016/10/23-00:27:01.587,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:01.610,4,4.84,1593.61,0.00,392.16
2016/10/23-00:27:01.633,5,10.48,1593.61,0.00,392.16
2016/10/23-00:27:01.656,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:01.679,4,6.45,1593.61,0.00,392.16
2016/10/23-00:27:01.702,4,4.84,1593.61,0.00,392.16
2016/10/23-00:27:01.725,4,4.84,1593.61,0.00,392.16
2016/10/23-00:27:01.748,5,8.06,1593.61,0.00,392.16
2016/10/23-00:27:01.771,7,12.09,1593.61,0.00,392.16
2016/10/23-00:27:01.794,8,12.09,1593.61,0.00,392.16
2016/10/23-00:27:01.817,8,8.06,1593.61,0.00,392.16
2016/10/23-00:27:01.840,6,3.22,1593.61,0.00,392.16
2016/10/23-00:27:01.863,5,4.84,1593.61,0.00,392.16
2016/10/23-00:27:01.886,6,9.67,1593.61,0.00,392.16
2016/10/23-00:27:01.909,6,7.25,1593.61,0.00,392.16
2016/10/23-00:27:01.932,6,7.25,1593.61,0.00,392.16
2016/10/23-00:27:01.956,5,4.03,1593.61,0.00,392.16
2016/10/23-00:27:01.978,5,8.86,1593.61,0.00,392.16
2016/10/23-00:27:02.1,4,3.22,1593.61,0.00,392.16
2016/10/23-00:27:02.24,3,3.22,1593.61,0.00,392.16
2016/10/23-00:27:02.47,5,12.09,1593.61,0.00,392.16
2016/10/23-00:27:02.70,4,2.42,1593.61,0.00,392.16
2016/10/23-00:27:02.93,5,8.06,1593.61,0.00,392.16
2016/10/23-00:27:02.116,4,4.84,1593.61,0.00,392.16
2016/10/23-00:27:02.139,5,9.67,1593.61,0.00,392.16
2016/10/23-00:27:02.162,5,7.25,1593.61,0.00,392.16
2016/10/23-00:27:02.185,6,9.67,1593.61,0.00,392.16
2016/10/23-00:27:02.208,5,5.64,1593.61,0.00,392.16
2016/10/23-00:27:02.231,5,5.64,1593.61,0.00,392.16
2016/10/23-00:27:02.254,4,4.84,1593.61,0.00,392.16
2016/10/23-00:27:02.277,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:02.300,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:02.323,3,3.22,1593.61,0.00,392.16
2016/10/23-00:27:02.347,5,12.09,1593.61,0.00,392.16
2016/10/23-00:27:02.369,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:02.392,2,0.81,1593.61,0.00,392.16
2016/10/23-00:27:02.416,3,8.86,1593.61,0.00,392.16
2016/10/23-00:27:02.439,3,4.03,1593.61,0.00,392.16
2016/10/23-00:27:02.461,3,4.84,1593.61,0.00,392.16
2016/10/23-00:27:02.485,4,8.06,1593.61,0.00,392.16
2016/10/23-00:27:02.507,4,5.64,1593.61,0.00,392.16
2016/10/23-00:27:02.531,7,14.51,1593.61,0.00,392.16
2016/10/23-00:27:02.554,8,12.89,1593.61,0.00,392.16
2016/10/23-00:27:02.577,6,3.22,1593.61,0.00,392.16
2016/10/23-00:27:02.600,6,8.86,1593.61,0.00,392.16
2016/10/23-00:27:02.623,7,12.89,1593.61,0.00,392.16
2016/10/23-00:27:02.646,8,12.89,1593.61,0.00,392.16
2016/10/23-00:27:02.669,9,12.09,1593.61,0.00,392.16
2016/10/23-00:27:02.692,8,8.06,1593.61,0.00,392.16
2016/10/23-00:27:02.715,8,9.67,1593.61,0.00,392.16
2016/10/23-00:27:02.737,8,8.86,1593.61,0.00,392.16
2016/10/23-00:27:02.761,8,9.67,1593.61,0.00,392.16
2016/10/23-00:27:02.784,12,22.56,1593.61,0.00,392.16
2016/10/23-00:27:02.807,19,36.26,1593.61,0.00,392.16
2016/10/23-00:27:02.830,28,50.77,1593.61,0.00,392.16
2016/10/23-00:27:02.853,28,29.01,1593.61,0.00,392.16
2016/10/23-00:27:02.876,25,20.95,1593.61,0.00,392.16
2016/10/23-00:27:02.899,49,105.57,1593.61,0.00,392.16
2016/10/23-00:27:02.922,88,182.12,1593.61,0.00,392.16
2016/10/23-00:27:02.945,99,125.71,1593.61,0.00,392.16
2016/10/23-00:27:02.968,89,68.50,1593.61,0.00,392.16
2016/10/23-00:27:02.991,77,49.96,1593.61,0.00,392.16
2016/10/23-00:27:03.14,76,75.75,1593.61,0.00,392.16
2016/10/23-00:27:03.37,64,38.68,1593.61,0.00,392.16
2016/10/23-00:27:03.60,53,30.62,1593.61,0.00,392.16
2016/10/23-00:27:03.83,43,20.95,1593.61,0.00,392.16
2016/10/23-00:27:03.106,33,12.89,1593.61,0.00,392.16
2016/10/23-00:27:03.129,24,6.45,1593.61,0.00,392.16
2016/10/23-00:27:03.152,18,7.25,1593.61,0.00,392.16
2016/10/23-00:27:03.175,14,5.64,1593.61,0.00,392.16
2016/10/23-00:27:03.198,11,6.45,1593.61,0.00,392.16
2016/10/23-00:27:03.221,8,4.03,1593.61,0.00,392.16
2016/10/23-00:27:03.244,9,13.70,1593.61,0.00,392.16
2016/10/23-00:27:03.267,9,9.67,1593.61,0.00,392.16
2016/10/23-00:27:03.290,8,7.25,1593.61,0.00,392.16
2016/10/23-00:27:03.313,8,9.67,1593.61,0.00,392.16
2016/10/23-00:27:03.336,8,8.06,1593.61,0.00,392.16
2016/10/23-00:27:03.359,8,8.06,1593.61,0.00,392.16
2016/10/23-00:27:03.382,8,8.86,1593.61,0.00,392.16
2016/10/23-00:27:03.405,8,8.06,1593.61,0.00,392.16
2016/10/23-00:27:03.428,6,4.03,1593.61,0.00,392.16
2016/10/23-00:27:03.451,4,1.61,1593.61,0.00,392.16
2016/10/23-00:27:03.474,5,8.06,1593.61,0.00,392.16
2016/10/23-00:27:03.497,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:03.520,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:03.543,4,7.25,1593.61,0.00,392.16
2016/10/23-00:27:03.566,25,74.95,1593.61,0.00,392.16
2016/10/23-00:27:03.589,29,40.29,1593.61,0.00,392.16
2016/10/23-00:27:03.612,24,15.31,1593.61,0.00,392.16
2016/10/23-00:27:03.635,21,14.51,1593.61,0.00,392.16
2016/10/23-00:27:03.658,16,6.45,1593.61,0.00,392.16
2016/10/23-00:27:03.681,13,8.06,1593.61,0.00,392.16
2016/10/23-00:27:03.704,14,17.73,1593.61,0.00,392.16
2016/10/23-00:27:03.727,14,14.51,1593.61,0.00,392.16
2016/10/23-00:27:03.750,33,78.97,1593.61,0.00,392.16
2016/10/23-00:27:03.774,40,58.83,1593.61,0.00,392.16
2016/10/23-00:27:03.796,39,37.88,1593.61,0.00,392.16
2016/10/23-00:27:03.819,38,38.68,1593.61,0.00,392.16
2016/10/23-00:27:03.842,34,26.59,1593.61,0.00,392.16
2016/10/23-00:27:03.865,28,16.92,1593.61,0.00,392.16
2016/10/23-00:27:03.888,23,12.89,1593.61,0.00,392.16
2016/10/23-00:27:03.911,17,4.84,1593.61,0.00,392.16
2016/10/23-00:27:03.934,16,14.51,1593.61,0.00,392.16
